date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
2016-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1799
2016-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.3,0.8643
2016-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,33.0,0.9735
2016-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.0,0.7375
2016-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,22.7,0.6696
2016-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,16.3,0.4808
2016-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,15.0,0.4425
2016-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,21.0,0.6195
2016-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,20.0,0.59
2016-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,11.83,0.3491
2016-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.25,0.4499
2016-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,48.3,1.429
2016-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1834
2016-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.3,0.8669
2016-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,33.5,0.9911
2016-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.0,0.7101
2016-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,22.0,0.6509
2016-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,16.3,0.4822
2016-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,15.0,0.4438
2016-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,21.0,0.6213
2016-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,20.1,0.5947
2016-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.0,0.355
2016-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.3,0.4527
2016-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,48.3,1.4123
2016-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1696
2016-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.3,0.8567
2016-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,34.7,1.0146
2016-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,23.0,0.6725
2016-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,21.8,0.6374
2016-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,16.3,0.4766
2016-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,15.0,0.4386
2016-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,21.0,0.614
2016-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,23.3,0.6813
2016-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.0,0.3509
2016-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,0.4386
2016-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,48.3,1.3722
2016-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1364
2016-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.3,0.8324
2016-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,34.1,0.9688
2016-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,22.3,0.6335
2016-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,21.5,0.6108
2016-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,16.2,0.4602
2016-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,15.0,0.4261
2016-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,21.0,0.5966
2016-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,22.6,0.642
2016-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.0,0.3409
2016-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.2,0.4318
2016-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,48.3,1.3753
2016-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.139
2016-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.3,0.8343
2016-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,34.4,0.9795
2016-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,21.7,0.6179
2016-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.7,0.5894
2016-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,16.0,0.4556
2016-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,15.0,0.4271
2016-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,21.0,0.5979
2016-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,23.3,0.6634
2016-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.0,0.3417
2016-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.1,0.43
2016-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,46.3,1.3138
2016-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1351
2016-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,25.9,0.735
2016-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,33.3,0.9449
2016-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.9,0.5931
2016-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.5,0.5817
2016-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,16.0,0.454
2016-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,15.0,0.4257
2016-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,21.0,0.5959
2016-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.7094
2016-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.6,0.3008
2016-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,0.4257
2016-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,44.2,1.2521
2016-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1331
2016-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,25.75,0.7295
2016-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,34.0,0.9632
2016-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.7,0.5864
2016-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.5,0.5807
2016-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,17.0,0.4816
2016-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,17.0,0.4816
2016-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,22.3,0.6317
2016-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.7082
2016-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.5,0.2975
2016-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.01,0.4252
2016-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,44.6,1.2635
2016-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1331
2016-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,25.0,0.7082
2016-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,34.4,0.9745
2016-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.7,0.5864
2016-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.0,0.5666
2016-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,16.0,0.4533
2016-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,17.5,0.4958
2016-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,24.1,0.6827
2016-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.7082
2016-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.5,0.2975
2016-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,0.4249
2016-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,43.3,1.2232
2016-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1299
2016-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,25.0,0.7062
2016-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,33.8,0.9548
2016-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.7,0.5847
2016-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,22.1,0.6243
2016-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,16.3,0.4605
2016-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,19.2,0.5424
2016-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,30.8,0.8701
2016-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,23.75,0.6709
2016-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.5,0.2966
2016-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,14.8,0.4181
2016-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,1.2676
2016-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1268
2016-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,25.0,0.7042
2016-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,34.8,0.9803
2016-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.7,0.5831
2016-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,22.5,0.6338
2016-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,16.3,0.4592
2016-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,18.0,0.507
2016-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,29.3,0.8254
2016-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,30.0,0.8451
2016-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.4,0.293
2016-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.6,0.4676
2016-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,41.7,1.1713
2016-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1236
2016-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,25.0,0.7022
2016-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,33.5,0.941
2016-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.7,0.5815
2016-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,22.0,0.618
2016-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,17.9,0.5028
2016-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,13.8,0.3876
2016-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,27.8,0.7809
2016-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.3,0.7949
2016-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.0,0.2809
2016-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,0.4213
2017-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,1.264
2017-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1236
2017-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,25.0,0.7022
2017-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,34.7,0.9747
2017-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.6,0.5787
2017-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,21.2,0.5955
2017-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,19.5,0.5478
2017-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,14.3,0.4017
2017-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.3,0.7949
2017-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,27.1,0.7612
2017-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.0,0.2809
2017-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,0.4213
2017-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,48.33,1.3577
2017-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1236
2017-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,28.25,0.7935
2017-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,35.0,0.9831
2017-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,21.5,0.6039
2017-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,22.25,0.625
2017-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,20.0,0.5618
2017-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,17.5,0.4916
2017-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.33,0.7959
2017-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,27.33,0.7678
2017-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.0,0.2809
